question,answer
What is the difference between liveness and readiness probes?,"In the context of application deployment and monitoring, **liveness probes** and **readiness probes** serve different purposes to ensure the health of your application.

### Liveness Probes
- **Function**: Liveness probes run periodically to check if the application within the container is still alive. If the liveness probe fails, the container is automatically restarted. This is particularly useful for recovering from situations where the application may have crashed or become unresponsive.
- **Purpose**: The primary goal is to ensure that the application can self-heal by restarting itself when necessary.

### Readiness Probes
- **Function**: Similar to liveness probes, readiness probes also run periodically. However, if a readiness probe fails, the container does not get restarted. Instead, it simply stops receiving network traffic. This means that while the application may still be running, it is not ready to handle requests.
- **Warning**: It's important to note that if you configure readiness probes on a single-running replica, a failure will mean your application stops receiving traffic until the probe passes again. This could lead to downtime if the application doesn’t recover without a restart from a liveness probe.

### Summary
- **Liveness Probes**: Restart the container if the application is unresponsive (self-healing).
- **Readiness Probes**: Prevent the container from receiving traffic until it is ready, but do not restart the container.

For more detailed information, you can refer to the following documentation: 
- [Liveness Probes](https://wso2.com/choreo/docs/devops-and-ci-cd/set-up-health-checks/#liveness-probes)
- [Readiness Probes](https://wso2.com/choreo/docs/devops-and-ci-cd/set-up-health-checks/#readiness-probes)"
What probe types are available in Choreo?,"In Choreo, there are three main types of probes available for monitoring applications, specifically for health checks. These probes can be configured for both readiness and liveness checks. Here's a breakdown of each type and how they function:

### 1. HTTP `GET` Request Probe
- **Function**: This probe sends an HTTP `GET` request to a specified port and path on the container. 
- **Success Criteria**: A response status code in the range of 200-399 indicates a successful check.
- **Configuration**: You can configure additional HTTP headers as needed. It is recommended to create a `/healthz` or `/health` endpoint in your service for this purpose.
  
![HTTP GET Probe](https://wso2.com/choreo/docs/assets/img/devops-and-ci-cd/healthchecks/http-get-probe.png)

### 2. TCP Connection Probe
- **Function**: This probe attempts to open a TCP socket to the container on a specified port.
- **Failure Criteria**: If it cannot establish a TCP connection, it is deemed a failure.

### 3. Execute a Command Probe
- **Function**: This probe executes a specified script within the container.
- **Success Criteria**: A non-zero return from the command is considered a failure. For example, if you check for the existence of a file (e.g., `[""cat"", ""/tmp/healthy""]`), the probe is healthy if the file is present.

### Readiness vs. Liveness Probes
- **Liveness Probes**: Run periodically and will restart the container if the probe fails. This helps in scenarios where the application may have crashed or become unresponsive.
  
- **Readiness Probes**: Also run periodically but do not restart the container if they fail. Instead, they stop the container from receiving network traffic, which is crucial for ensuring that only healthy instances handle requests.

For more detailed information, you can refer to the following documentation links:
- [Probe Types](https://wso2.com/choreo/docs/devops-and-ci-cd/set-up-health-checks/#probe-types)
- [Liveness Probes](https://wso2.com/choreo/docs/devops-and-ci-cd/set-up-health-checks/#liveness-probes)
- [Readiness Probes](https://wso2.com/choreo/docs/devops-and-ci-cd/set-up-health-checks/#readiness-probes)"
How do I view the runtime details of running component replicas?,"To view the runtime details of running component replicas in Choreo, you can follow these steps:

1. **Access the Component**: In the **Component Listing** pane of the Choreo Console, click on the component for which you wish to view the runtime details.

2. **Navigate to the Runtime Page**: In the left navigation menu, select **DevOps** and then click on **Runtime**. This action will open the **Runtime** page, which displays data retrieved from the underlying Choreo data plane.

   ![Runtime details](https://wso2.com/choreo/docs/assets/img/devops-and-ci-cd/runtime/runtime-view.png)

3. **View Running Instances**: On the **Runtime** page, you can observe the active replicas of your component. Here, you will find details such as:
   - Real-time CPU and memory usage
   - Status of each replica
   - Number of restarts
   - Time of the last activity

   You can also interact with each replica. For more specific insights, you can click the menu icon next to a replica and select either **Real-time Logs** to access the logs for that instance, or **Conditions & Events** for diagnostics related to the replica.

   ![Running instances](https://wso2.com/choreo/docs/assets/img/devops-and-ci-cd/runtime/running-instaces.png)

### Additional Insights
- The metrics displayed on the **Runtime** page are real-time data representing the current state of the component.
- If you need to troubleshoot issues, you can view real-time container logs and understand conditions and events relevant to the replicas.

For detailed guidance, you can refer to the documentation [here](https://wso2.com/choreo/docs/devops-and-ci-cd/view-runtime-details/)."
How do I redeploy a release?,"To redeploy a release in Choreo, follow these steps:

1. Navigate to the **Runtime** page of your component.
2. Click on **Redeploy Release**. This action will immediately redeploy all resources, including configurations and secrets, to the specified environment.
3. The redeployment triggers a rolling update, ensuring that all the latest changes are synchronized to the data plane.

This capability not only allows for the application of recent changes but also enables you to quickly restart all running replicas of your component in the specified environment.

For more details, you can refer to the documentation [here](https://wso2.com/choreo/docs/devops-and-ci-cd/view-runtime-details/#redeploy-a-release)."
How can I observe real-time container logs?,"To observe real-time container logs in Choreo, you can follow these steps:

1. **Access the Runtime Page**: Navigate to the **Runtime** page of your component in the Choreo console.

2. **View Running Instances**: Here, you will see the active replicas of your component. Each active replica will have a menu icon.

3. **Select Real-time Logs**: Click on the menu icon of the replica you are interested in, and select **Real-time Logs**. This will provide you with real-time logs fetched directly from the data plane.

   - **Display Previous Logs**: You can enable this option to retrieve logs from the last shutdown, crashed, or restarted container of the instance.
   - **Since Seconds**: You can specify the duration in seconds to fetch the corresponding logs.
   - **Filter Logs**: This option allows you to filter and display matching log lines using a fuzzy string search.

![Real-time container logs](https://wso2.com/choreo/docs/assets/img/devops-and-ci-cd/runtime/realtime-container-logs.png)

These logs are instantaneous and provide insights that help diagnose issues in deployments.

For further details, you can refer to the documentation: [View Runtime Details](https://wso2.com/choreo/docs/devops-and-ci-cd/view-runtime-details/#view-running-instances)."
What is the purpose of autoscaling component replicas?,"The purpose of autoscaling component replicas in Choreo is to manage the number of instances (or replicas) of your deployed components automatically based on their resource consumption. This feature ensures that your applications maintain high availability and optimal performance by adjusting the number of replicas in response to changing workloads.

### Key Benefits of Autoscaling Component Replicas:

1. **High Availability**: Autoscaling helps ensure that your service remains available, even during traffic spikes. If the demand for your service increases, Choreo can automatically add more replicas to handle the load.

2. **Resource Optimization**: By scaling down replicas during low traffic periods, you can conserve resources and reduce costs. This efficient allocation means you are only using the necessary amount of infrastructure.

3. **Customizable Parameters**: You can set parameters for minimum and maximum replicas, as well as thresholds for CPU and memory utilization. For example:
   - **Min Replicas**: The minimum number of replicas to run (recommended minimum is `2`).
   - **Max Replicas**: The maximum number of replicas that can be scaled up to (restricted to `5` in cloud data planes).
   - **CPU and Memory Thresholds**: These determine when to scale up based on resource consumption.

4. **Scale-to-Zero Capability**: For HTTP applications, Choreo provides a scale-to-zero feature that allows components to scale down to zero when not in use, which can significantly reduce infrastructure costs. When a new request arrives, the system can quickly scale back up to meet demand.

5. **Immediate Response**: The system can rapidly respond to increased traffic by adding replicas as needed, ensuring that performance remains consistent.

By utilizing these autoscaling features, users can ensure their applications are both cost-effective and capable of handling varying levels of demand efficiently.

For more detailed information about configuring and utilizing autoscaling component replicas in Choreo, you can refer to the following documentation:
- [Autoscale Component Replicas](https://wso2.com/choreo/docs/devops-and-ci-cd/autoscale/autoscale-component-replicas/)
- [Autoscale Components with Scale-to-Zero](https://wso2.com/choreo/docs/devops-and-ci-cd/autoscale/autoscale-components-with-scale-to-zero/)"
How does scale-to-zero work in Choreo?,"The **scale-to-zero** feature in Choreo allows your HTTP applications to automatically scale down to zero when they are idle, which helps reduce infrastructure costs, especially in lower environments. Here's a comprehensive overview of how it works, its purpose, configuration, and limitations:

### Purpose
The primary purpose of the scale-to-zero feature is to optimize resource usage and minimize costs by automatically scaling down services that are not actively receiving HTTP traffic. This is particularly beneficial for applications that experience variable loads, as it allows them to conserve resources during idle periods.

### How It Works
- **Automatic Scaling**: When scale-to-zero is enabled, your service or web application will scale down to zero when it has not received any HTTP requests for approximately 5 minutes. Upon receiving a new request, Choreo will scale the application up from zero to handle the incoming traffic.
- **Dynamic Replicas**: The system can scale up to a maximum number of replicas, which you can configure. If the number of pending requests exceeds a defined threshold, Choreo will automatically increase the number of replicas to manage the load.
- **Proxy Service**: An intermediary proxy service intercepts incoming requests when the application is scaled down to zero. This proxy holds the requests until the application scales up and then forwards them.

### Configuration
- **Default Behavior**: For services and web apps created after February 23, 2024, the scale-to-zero feature is enabled by default.
- **Maximum Replicas**: You can set the maximum number of replicas for the deployment in the Choreo console.
- **Pending Requests Threshold**: The default threshold for pending requests is set to 100, which you can adjust based on your application's needs.

### Limitations and Considerations
- **Supported Components**: The scale-to-zero feature currently supports only web applications and HTTP services. It does not support TCP and HTTPS services.
- **Port Restrictions**: Your HTTP service must run on specific ports (e.g., 5000, 6000, 7000, etc.). If your service operates on a different port, it will not be able to scale to zero.
- **Scheduled Tasks**: Scheduled tasks and manually triggered components cannot connect to a service on a project scope when scale-to-zero is enabled. This can lead to errors if attempted.
- **Initial Request Delay**: The first request after a period of inactivity may face delays, as the application needs to scale up from zero. If your application is part of a service chain, this delay may be extended.

### Troubleshooting
You may experience a 503 status code on the first request after the application scales down to zero. To mitigate this, consider fine-tuning the readiness probe settings in the **DevOps** → **Health Checks** view.

For more details on using the scale-to-zero feature, you can refer to the documentation: [Autoscale Components with Scale-to-Zero](https://wso2.com/choreo/docs/devops-and-ci-cd/autoscale/autoscale-components-with-scale-to-zero/)."
How do I enable scale-to-zero?,"To enable the scale-to-zero feature for your services in Choreo, follow the steps below. This feature allows your services to scale down to zero when they are idle and automatically scale back up when traffic is received, which can significantly reduce infrastructure costs.

### Steps to Enable Scale-to-Zero

1. **Access Your Component**:
   - In the **Component Listing** pane, select the service component you wish to enable scale-to-zero for.

2. **Ensure Deployment**:
   - Make sure that the component is deployed to an environment and is ready to receive traffic.

3. **Navigate to Scaling Settings**:
   - In the left navigation menu, click on **DevOps** and then select **Scaling**.

4. **Enable Scale-to-Zero**:
   - Depending on your user tier:
     - **Free Users**: Click the **scale-to-zero** card presented in the view.
     - **Paid Users**: Similarly, click the **scale-to-zero** card shown in your view.

### Important Considerations

- **Default Behavior**: For services and web apps created after February 23, 2024, scale-to-zero is enabled by default.
- **Traffic Requirement**: Your service must receive HTTP traffic to scale up from zero.
- **Supported Ports**: Ensure your HTTP service is running on one of the specified ports (5000, 6000, 7000, 8000, 9000, 7070 to 7079, 8080 to 8089, and 9090 to 9099 or 8290) for scale-to-zero to work effectively.
- **Network Visibility**: If your service has at least one endpoint with the network visibility set to **Project**, it will not scale to zero automatically.

### Additional Notes
- The scale-to-zero service should start within 60 seconds upon receiving a request; otherwise, the request will timeout.
- You can set the maximum number of replicas for your application while enabling this feature.

For more detailed information, you can refer to the documentation [here](https://wso2.com/choreo/docs/devops-and-ci-cd/autoscale/autoscale-components-with-scale-to-zero/#enable-scale-to-zero)."
What are the limitations of scale-to-zero?,"The scale-to-zero feature in Choreo allows HTTP applications to automatically scale down to zero when not in use, which can help reduce infrastructure costs. However, there are several limitations and constraints associated with this feature:

1. **Supported Components**: The scale-to-zero feature currently only supports web applications and HTTP services. It does not support TCP and HTTPS services for scaling to zero.

2. **Port Restrictions**: To enable scale-to-zero, your HTTP service must operate on specific ports. The acceptable ports are:
   - 5000
   - 6000
   - 7000
   - 8000
   - 9000
   - 7070 to 7079
   - 8080 to 8089
   - 9090 to 9099
   - 8290

   If your service runs on any other ports, it will not scale to zero when deploying or promoting.

3. **Scheduled Tasks and Manual Triggers**: When scale-to-zero is enabled, scheduled tasks and manually triggered components cannot connect to a service on a project scope. Attempting to do so will result in an error message:  
   `Host not found, not forwarding request.`  
   To allow a task-type component to invoke a project-level service, you must set it to HPA (Horizontal Pod Autoscaler) mode if on a paid plan, or to no scaling if on the Developer plan.

4. **Initial Request Delay**: The first request after a long period of inactivity may experience a delay because the application needs to scale up from zero. If your application operates in a service-chain sequence, this waiting time might be prolonged, potentially leading to timeouts.

5. **Idle Time**: If your application remains idle for approximately 5 minutes, it will automatically scale back down to zero until new requests are received.

These limitations are important to consider when planning to use the scale-to-zero feature in your applications. You can find more detailed information in the [Choreo documentation](https://wso2.com/choreo/docs/devops-and-ci-cd/autoscale/autoscale-components-with-scale-to-zero/#limitations)."
How do I register a GenAI service in Choreo?,"To register a GenAI service in Choreo, you need to follow a structured process that involves selecting the appropriate service level, providing service details, and adding necessary configurations. Here’s a comprehensive guide on how to do it:

### Steps to Register a GenAI Service

1. **Select a Service Provider**
   - First, decide whether you want to register the service at the organization level (accessible from any project) or at the project level (restricted to a specific project).
   - In the Choreo Console header, select your organization or project from the respective lists.
   - Navigate to the left menu and click on **Dependencies**, then select **GenAI Services**.
   - Click on **+ Register** and choose a service provider. Click **Next**.

2. **Provide Service Details**
   - In the **Register Service** section, input the following:
     - A **Name** for the service.
     - A **Version** for the service.
     - The **Service URL** where the GenAI service can be accessed.
   - Once all details are entered, click **Next**.

3. **Add Configurations**
   - Under **Add Configurations**, you will need to enter specific configuration details for the service. Note that these details will vary depending on the service provider you selected.
   - Ensure that you provide all required configurations to successfully register the service.
   - After entering the necessary configurations, click **Register**.

Once registered, your GenAI service will automatically be listed in the Internal Marketplace, making it available for consumption through a Connection.

### Prerequisites
Before starting the registration process, ensure you have the following information from the service provider:
- API key.
- Service URL.
- Any other necessary parameters (e.g., client credentials).

For further details, you can refer to the [documentation on registering a GenAI service](https://wso2.com/choreo/docs/integrate-and-manage-external-services/integrate-and-manage-gen-ai-services/#register-a-genai-service)."
Where can I discover registered GenAI services?,"
I can provide you with details about the ""Reading List REST Service in Go - Reading List"" API available in the Choreo API Marketplace. 

- **API Name:** Reading List REST Service in Go - Reading List
- **API Version:** 1.0.0
- **API Type:** REST
- **API Description:** This is a sample service that manages a list of reading items.
- **Endpoints:**
  1. **GET /books:** List all the reading list books
  2. **POST /books:** Add a new book to the reading list
  3. **GET /books/{id}:** Get reading list book by id
  4. **PUT /books/{id}:** Update a reading list book by id
  5. **DELETE /books/{id}:** Delete a reading list book by id

Feel free to explore this API further in the Choreo API Marketplace for more information. If you need details about any other specific APIs, please let me know!"
How do I add a GenAI service to the Internal Marketplace?,"To add a GenAI service to the Internal Marketplace in Choreo, follow these steps:

1. In the Choreo Console, navigate to the left navigation menu and click on **Dependencies**.
2. Select **GenAI Services** from the dropdown. This will display a list of all the GenAI services you have created.
3. Find and click on the GenAI service you wish to add to the Internal Marketplace.
4. Click on the **Add to Marketplace** button.

Ensure that you have provided all required configurations for the service before adding it to the marketplace.

Once the service is added, it will be available for consumption via Connections in your applications.

For additional details, you can refer to the documentation [here](https://wso2.com/choreo/docs/integrate-and-manage-external-services/integrate-and-manage-gen-ai-services/#manage-genai-services)."
How do I remove a GenAI service from the Internal Marketplace?,"To remove a GenAI service from the Internal Marketplace in Choreo, follow these steps:

1. In the Choreo Console left navigation menu, click on **Dependencies** and then select **GenAI Services**. This will display the list of all the GenAI services you have created.
2. Locate and click on the service that you wish to remove from the Internal Marketplace.
3. Click on **Remove from Marketplace**.

By doing this, the selected service will be removed from the Internal Marketplace, meaning it will no longer be available for consumption via a Connection. However, any connections that were created prior to the removal will continue to work as expected.

For more details, you can refer to the documentation [here](https://wso2.com/choreo/docs/integrate-and-manage-external-services/integrate-and-manage-gen-ai-services/#manage-genai-services)."
How do I register a third-party service in Choreo?,"To register a third-party service in Choreo, you need to follow specific steps, which allow the service to be consumed via a Connection in the Internal Marketplace. Here’s a structured guide on how to do this:

### Steps to Register a Third-Party Service

1. **Choose the Level of Registration**:
   - **Organization Level**: This makes the service available to all projects within your organization.
   - **Project Level**: This restricts the service usage to a specific project.

2. **Gather Prerequisites**:
   Ensure you have the following information from the service provider:
   - API specification (e.g., OpenAPI or GraphQL schema)
   - Service URL
   - Other necessary parameters like client credentials or API keys.

3. **Provide Basic Details**:
   - In the Choreo Console, select your organization or project.
   - Navigate to **Dependencies** > **Third-Party Services**.
   - Click on **+ Register** to start the registration process.
   - Fill in the **Name** and **Version** for the service.
   - Upload the service definition file which will automatically detect the service type.
   - Verify the **Service Type**.

4. **Define Service Endpoints**:
   - Click on **Define Endpoints**.
   - For each endpoint:
     - Enter a **Name** and the **Endpoint URL**.
     - Add any other necessary parameters like API key or authorization token.
     - You can mark parameters as **Secret** if you want to keep them confidential.
     - Select the environments where the endpoint should be accessible.
   - Click **OK** to save each endpoint, and repeat if you need to add more.
   - Finally, click **Register** to complete the registration.

### After Registration
Once you have defined at least one endpoint and registered the service, it will be listed in the Internal Marketplace, making it available for consumption via connections.

For more detailed guidance, you can refer to the documentation [here](https://wso2.com/choreo/docs/integrate-and-manage-external-services/integrate-and-manage-third-party-services/#register-a-third-party-service-in-choreo)."
What service types are supported for third-party service registration?,"In Choreo, you can register the following types of third-party services:

- **REST APIs**
- **GraphQL APIs**
- **Asynchronous APIs**
- **SOAP**
- **gRPC**

When registering a third-party service, you have the option to do so at two levels: organization level, making it accessible from any project within the organization, or project level, which restricts the service to a specific project.

You will need to provide certain details from the service provider, such as the API specification, service URL, and any other necessary parameters (like client credentials or API keys).

For more detailed instructions on how to register third-party services in Choreo, you can refer to the documentation [here](https://wso2.com/choreo/docs/integrate-and-manage-external-services/integrate-and-manage-third-party-services/#register-a-third-party-service-in-choreo)."
How do I define service endpoints for third-party services?,"To define service endpoints for third-party services within Choreo, you need to follow a structured process after registering the service. Here’s how you can do it:

### Step 1: Register the Third-Party Service
1. **Select the Registration Level**:
   - Choose whether to register the service at the **Organization level** (accessible from any project) or **Project level** (restricted to a specific project).
   
2. **Provide Basic Details**:
   - In the Choreo Console, navigate to **Dependencies** and click on **Third-Party Services**.
   - Click on **+ Register** and fill in the required details:
     - **Name** and **Version** of the service.
     - Upload the service definition file (OpenAPI, GraphQL schema, etc.).
     - Verify the **Service Type**.

### Step 2: Define Service Endpoints
1. **Access Endpoint Definition**:
   - Click **Define Endpoints** after providing the service details.

2. **Define New Endpoint**:
   - Under **Define New Endpoint**, enter:
     - A **Name** for the endpoint.
     - The **Endpoint URL**.

3. **Add Additional Parameters**:
   - Include any other required parameters such as API keys or authorization tokens. You can mark sensitive parameters as **Secret**.

4. **Select Environments**:
   - Choose the environments where the endpoint should be accessible. This restricts access to the selected environments.

5. **Finalize Endpoint Creation**:
   - Click **OK** after filling in the details.
   - If you need to add more endpoints, click **+ New Endpoint** and repeat the process.

6. **Register the Service**:
   - Finally, click **Register**. The service will be listed in the Internal Marketplace if at least one endpoint is defined.

### Important Notes
- Each endpoint can have unique configurations, but if you have multiple endpoints, the parameter names will remain the same across them.
- If you want to remove the service from the Internal Marketplace later, you can do so from the **Third-Party Services** list.

For detailed steps and additional information, you can refer to the official documentation on [Registering a Third-Party Service in Choreo](https://wso2.com/choreo/docs/integrate-and-manage-external-services/integrate-and-manage-third-party-services/#register-a-third-party-service-in-choreo)."
Where can I discover registered third-party services?,"
To discover registered third-party services in the Choreo platform, you can utilize the ""Reading List REST Service in Go - Reading List"" API. This API is a simple REST API service written in Go that manages a list of reading items. It provides the following endpoints:

- GET /books: List all the reading list books
- POST /books: Add a new book to the reading list
- GET /books/{id}: Get reading list book by id
- PUT /books/{id}: Update a reading list book by id
- DELETE /books/{id}: Delete a reading list book by id

This API can help you interact with the registered third-party services in the Choreo platform. For more details, you can refer to the API documentation."
How do I add a third-party service to the Internal Marketplace?,"To integrate a third-party service into the Internal Marketplace in Choreo, you need to follow these steps:

### Step 1: Register the Third-Party Service
1. **Access Third-Party Services**:
   - In the Choreo Console, click on **Dependencies** in the left navigation menu, then select **Third-Party Services**.

2. **Register the Service**:
   - Click on **+ Register**.
   - Provide the necessary details:
     - **Name** and **Version** of the service.
     - Upload the service definition file (this will help in automatically detecting the service type).
     - Verify the **Service Type**.
   - Click **Define Endpoints** to proceed with setting up the service endpoints.

### Step 2: Define Service Endpoints
1. **Endpoint Setup**:
   - Under **Define New Endpoint**, enter a name for the endpoint and the **Endpoint URL**.
   - Add any additional parameters required for connecting to the service (e.g., API key, authorization token).
   - Choose the environments where the endpoint should be accessible.

2. **Finalizing Registration**:
   - Click **OK** after defining the endpoint. If needed, repeat the process to add more endpoints.
   - Once all required parameter values for at least one endpoint are defined, click **Register**.

### Step 3: Add to Internal Marketplace
- After registering the service, ensure that all required parameters for at least one endpoint are provided.
- The service will automatically be listed in the Internal Marketplace. If not, you can manually add it:
  - Click on the service you want to add, then click **Add to Marketplace**.

### Step 4: Manage Your Service
- To view or update the service details or remove it from the Internal Marketplace, you can follow similar steps in the **Third-Party Services** section.

### Important Notes
- Before registering, ensure you have the API specification, service URL, and any other necessary credentials from the service provider.
- You can register the service at either the organization level (accessible to all projects) or the project level (restricted to a specific project).

For more detailed steps, you can refer to the documentation here: [Integrate and Manage Third-Party Services](https://wso2.com/choreo/docs/integrate-and-manage-external-services/integrate-and-manage-third-party-services/#register-a-third-party-service-in-choreo)."
How do I remove a third-party service from the Internal Marketplace?,"
I currently do not have any information about the APIs related to removing a third-party service from the Internal Marketplace in Choreo. You may want to explore the available APIs in the marketplace or reach out to the support team for more assistance on this specific functionality."
How do I import credentials for a Choreo-managed database?,"To import credentials for a Choreo-managed database, you can follow these steps:

1. **Access the Database Section**:
   - In the Choreo Console, go to the left navigation menu, click on **Dependencies**, and then select **Databases**.

2. **Select Your Database**:
   - Click on the specific database for which you want to import credentials to view its details.

3. **Import Credentials**:
   - Click on the **Databases** tab and expand the database to see the option to **Import Credentials**.
   - In the **Import Credentials** dialog, you have two options:
     - **Use Created Credentials**: If you have created new user credentials, you need to specify:
       - A display name for the credentials.
       - The credentials you created for database connections.
       - The environment where you want to use these credentials.
     - **Use Super Admin Credentials**: If you prefer to use the default super admin credentials, specify:
       - A display name for the credentials.
       - The environment where you want to use these credentials.

4. **Save the Credentials**:
   - After selecting the appropriate options and filling in the necessary information, click **Save**.

It's important to note that Choreo allows you to delete imported credentials if you want to prevent their use for establishing new connections. However, deleting credentials won't affect any existing database connections that are already using them.

For further details, you can refer to the documentation [here](https://wso2.com/choreo/docs/manage-databases-and-caches/add-choreo-managed-databases-and-caches-to-the-marketplace/#step-1-import-credentials)."
How do I add a Choreo-managed database to the Marketplace?,"To add a Choreo-managed database to the Marketplace, you need to follow these steps:

### Step 1: Import Credentials
Before you can add a database to the Marketplace, you must import at least one set of credentials. You can use the default super admin credentials or create new credentials. Here’s how to import credentials:

1. In the left navigation menu, click **Dependencies** and then navigate to **Databases**.
2. Click on the required database to view its details.
3. Click the **Databases** tab.
4. Expand the database for which you want to import credentials and click **Import Credentials**.
5. In the **Import Credentials** dialog, you have two options:
   - **Use Created Credentials**: Specify a display name and select the database credentials you created for setting up database connections in Choreo.
   - **Use Super Admin Credentials**: Specify a display name for the credentials and the environment where you want to use them.
6. Click **Save**.

For more detailed instructions, refer to the documentation on [importing credentials](https://wso2.com/choreo/docs/manage-databases-and-caches/add-choreo-managed-databases-and-caches-to-the-marketplace/#step-1-import-credentials).

### Step 2: Add the Database to the Marketplace
Once you’ve imported the necessary credentials, you can add the database to the Marketplace:

1. On the **Databases** tab, find the database you want to add.
2. Click **+Add to Marketplace** corresponding to the database.

By doing this, the database will be available for consumption via a connection. If you need to remove the database later, you can click **Remove from Marketplace**, which will prevent new connections but will not affect existing ones.

For further details on adding the database to the Marketplace, check the section on [adding a database or cache to the Marketplace](https://wso2.com/choreo/docs/manage-databases-and-caches/add-choreo-managed-databases-and-caches-to-the-marketplace/#step-2-add-the-database-or-cache-to-the-marketplace).

Following these steps will allow you to successfully add a Choreo-managed database to the Marketplace."
What cloud providers are supported for Choreo-Managed Cache?,"Choreo-Managed Cache supports the following cloud providers:

- **AWS (Amazon Web Services)**
- **Azure**
- **GCP (Google Cloud Platform)**
- **Digital Ocean**

These cloud providers are used to provision the compute and storage infrastructure for your Choreo-Managed Cache. While the core functionality remains consistent across these providers, differences might exist in service plans and associated costs. Additionally, Choreo currently supports US and EU regions across all of these cloud providers.

If you want to learn more about creating a Choreo-Managed Cache, you can refer to the documentation [here](https://wso2.com/choreo/docs/manage-databases-and-caches/choreo-managed-caches/#create-a-choreo-managed-cache)."
What is the formula for estimating the maximum number of connections for a Choreo-Managed Cache?,"To estimate the maximum number of connections for a Choreo-Managed Cache, you can use the following formula:

```
max_number_of_connections = 4 x m
```

Here, `m` represents the memory in megabytes. It's important to note that even on the smallest servers, at least 10,000 connections are available. 

For example, if you have a server with 4GB of memory (which is 4,096 MB), the calculation for simultaneous connections would be:

```
4 x 4096 = 16384 // 16k connections
```

This formula provides an estimate of the maximum connections based on the available memory, and the actual number may vary depending on different service plans and cloud providers.

If you need to check the exact maximum connections allowed, you can use the following command with `redis-cli`:

```
echo ""info"" | redis-cli -u REDIS_URI | grep maxclients
```

For further details, you can refer to the documentation [here](https://wso2.com/choreo/docs/manage-databases-and-caches/choreo-managed-caches/#limitations)."
What commands are restricted for Choreo-Managed Cache?,"In Choreo, certain commands are restricted for the Choreo-Managed Cache to ensure stability and security in the managed environment. Here are the restricted commands:

### Restricted Commands:
1. **General Commands:**
   - `bgrewriteaof`
   - `cluster`
   - `command`
   - `debug`
   - `failover`
   - `migrate`
   - `role`
   - `slaveof`
   - `acl`
   - `bgsave`
   - `config`
   - `lastsave`
   - `monitor`
   - `replicaof`
   - `save`
   - `shutdown`

2. **Lua Scripting Commands:**
   - `eval`
   - `eval_ro`
   - `evalsha`
   - `evalsha_ro`
   - `fcall`
   - `fcall_ro`
   - `function`
   - `script`

These restrictions help maintain the integrity and performance of the caching service provided within Choreo. 

For additional details, you can refer to the documentation [here](https://wso2.com/choreo/docs/manage-databases-and-caches/choreo-managed-caches/#limitations)."
What high availability options are available for Choreo-managed MySQL databases?,"Choreo offers various high availability options for managed MySQL databases based on the selected service plan. Here’s a summary of the options available:

| Service Plan | High Availability                                                  | Backup Retention Time |
|--------------|--------------------------------------------------------------------|-----------------------|
| Hobbyist     | Single-node with limited availability                              | None                  |
| Startup      | Single-node with limited availability                              | 2 days                |
| Business     | Two-node (primary + standby) with higher availability              | 14 days               |
| Premium      | Three-node (primary + standby + standby) with highest availability | 30 days               |

### Key Features:
- **Hobbyist and Startup Plans**: These plans provide only a single node, which means limited availability. In the event of a failure, a new node will start up and restore from the latest available backup, but during this time, the service will be unavailable.
  
- **Business Plan**: This plan includes a two-node setup (one primary and one standby), which enhances availability. It allows for higher resilience to failures and has a backup retention time of 14 days.

- **Premium Plan**: This offers the highest level of availability with three nodes (one primary and two standbys), ensuring the best resilience and a backup retention time of 30 days.

### Recommendations:
For production scenarios, it is generally advised to choose service plans that include multiple nodes. This is because they:
- Provide another physical copy of the data in case of hardware, software, or network failures.
- Reduce the data loss window in disaster scenarios.
- Allow for quicker recovery with controlled failover since the standby nodes are already running.

Additionally, Choreo performs daily automatic backups and continuously records binary logs, ensuring data protection and recovery options.

For more detailed information, you can refer to the [Choreo-managed MySQL Databases documentation](https://wso2.com/choreo/docs/manage-databases-and-caches/choreo-managed-mysql-databases/#high-availability-and-automatic-backups)."
What is the formula for calculating the maximum number of connections for a Choreo-managed MySQL database?,"To calculate the maximum number of connections for a MySQL database managed by Choreo, you need to consider the service plan and the amount of RAM allocated. The method to determine the maximum connections varies based on whether your plan has less than or more than 4 GiB of RAM.

### Connection Limits:

1. **For plans under 4 GiB RAM:**
   - The formula is:
     ```
     max_connections = 75 x RAM + extra_connection
     ```
   - Here, `extra_connection` is always `1` for system processes.

2. **For plans with 4 GiB or more RAM:**
   - The formula changes to:
     ```
     max_connections = 100 x RAM + extra_connection
     ```
   - Again, `extra_connection` is `1`.

### Example Calculation:
- If you have a plan with 3 GiB of RAM:
  ```
  max_connections = 75 x 3 + 1 = 226
  ```
- If you have a plan with 5 GiB of RAM:
  ```
  max_connections = 100 x 5 + 1 = 501
  ```

For detailed information, you can refer to the documentation [here](https://wso2.com/choreo/docs/manage-databases-and-caches/choreo-managed-mysql-databases/#connection-limits)."
