question,answer
What is the purpose of the .choreo/context.yaml file?,"The `.choreo/context.yaml` file is not explicitly mentioned in the provided documentation. However, I can provide some context about related configuration files that are used in Choreo.\n\nIn Choreo, configuration files like `component-config.yaml` and `endpoints.yaml` are used to manage source configurations for components. These files help define how your service components connect to external services and how they expose their endpoints.\n\n### Key Points about Configuration Files:\n\n1. **Location**: These configuration files should be located in the `.choreo` directory at the root of your project repository. This allows for version control and easy management alongside your code.\n\n2. **Component Configuration**:\n   - The `component-config.yaml` file allows you to define inbound and outbound connection configurations. \n   - Inbound configurations specify how your service handles incoming requests, including endpoint names, ports, traffic types, and network visibility.\n   - Outbound configurations define how your service connects to external services, including service references and environment variables.\n\n3. **Endpoints Configuration**:\n   - The `endpoints.yaml` file is specifically used to configure multiple service endpoints, detailing attributes such as endpoint names, ports, types of traffic, and network visibility.\n\n4. **Future Updates**: It is noted that the `component-config.yaml` and `endpoints.yaml` files will eventually be deprecated in favor of a unified `component.yaml` file, which will take precedence over the others.\n\nFor further details, you may refer to the documentation on managing component source configurations: [Manage Component Source Configurations](https://wso2.com/choreo/docs/develop-components/manage-component-source-configurations/).\n\nIf you have specific questions about the `.choreo/context.yaml` file, I would need more detailed documentation to provide accurate guidance."
How do I troubleshoot issues with the Choreo VS Code extension?,"To troubleshoot issues with the Choreo VS Code extension, the documentation provides guidance on common problems encountered when building and deploying components. Here are some key areas to focus on:\n\n1. **Component Deployment Errors**:\n   - Ensure that the `config.js` file is properly integrated during deployment. This can cause rendering issues if not done correctly. Reference the `config.js` file in the `index.html` of your application as follows:\n     ```html\n     <script src=""public/config.js""></script>\n     ```\n   - Verify that the path in the script tag matches the location of the `config.js` file in your repository and that it is placed within the `<body>` tag.\n\n2. **Build Command Issues**:\n   - If you used an incorrect build command when creating your web application, navigate to the build page of your component in Choreo and update the build command in the build configurations section.\n\n3. **Web Application Issues**:\n   - If the Nginx welcome page displays instead of your application's homepage, this may be due to an incorrect output directory specified during component creation. Check your Docker build logs to ensure the correct files are being copied.\n\n4. **Authentication Issues**:\n   - If you encounter problems with user authentication, refer to the appropriate resources for managing users with Choreo's built-in identity provider or for setting up other OpenID Connect supported IdPs.\n\nFor a detailed guide and more troubleshooting steps, you can refer to the official documentation: [Troubleshoot Choreo](https://wso2.com/choreo/docs/references/troubleshoot-choreo/)."
What permissions are granted when authorizing GitHub with Choreo?,"When authorizing GitHub with Choreo for integration purposes, Choreo is granted several permissions to perform actions on your behalf within your repositories. Below are the specific permissions that are required:\n\n| Permission    | Read | Write | Description                                                           |\n|---------------|------|-------|-----------------------------------------------------------------------|\n| Issues        | Y    | N     | Read component ID label to filter the pull requests                   |\n| Metadata      | Y    | N     | List repositories                                                     |\n| Contents      | Y    | Y     | List branches and create a branch to commit sample code               |\n| Pull Request  | Y    | Y     | Create a pull request if you start with a Choreo sample               |\n| Webhooks      | Y    | Y     | Trigger automatic deployment and configuration generation             |\n\nThese permissions allow Choreo to interact with your GitHub repositories effectively, enabling it to perform tasks such as creating pull requests and managing contents.\n\nFor further details, you can refer to the documentation [here](https://wso2.com/choreo/docs/develop-components/develop-components-with-git/#authorize-github-with-choreo)."
How do I add Git submodules to a project in Choreo?,"To add Git submodules to a project in Choreo Console, follow these steps:\n\n1. **Connect Your Git Repository**: Ensure that your GitHub repository is connected to Choreo. You can do this by going to the **Settings** in your organization and adding the necessary credentials.\n\n2. **Add Git Submodules**: When you connect your GitHub repository, you can include external repositories as submodules. This is particularly useful for:\n   - Code sharing without duplication: Use submodules to maintain shared libraries across multiple projects, ensuring a single source of truth.\n   - Efficient third-party library management: Manage third-party libraries as submodules to update them independently and track changes easily.\n\n3. **Automatic Updates**: Choreo allows you to automatically pull the latest versions of Git submodules. To enable this feature:\n   - Navigate to the **Component Listing** pane and select the component for which you want to pull the latest submodules.\n   - Click on **Build** in the left navigation menu.\n   - Edit the **Build Configurations** and turn on the **Pull Latest Submodules** toggle.\n\n4. **Permissions**: If you encounter an error related to insufficient permissions for cloning a submodule, ensure that you have granted the necessary access to the repositories, especially if you are using a personal or organization GitHub account.\n\nFor more detailed guidance, you can refer to the documentation on [Develop Components With Git](https://wso2.com/choreo/docs/develop-components/develop-components-with-git/#authorize-github-with-choreo)."
How do I automatically pull the latest versions of Git submodules?,"I'm here to assist with questions related to Choreo. If your question is related to using Git submodules within Choreo, could you please clarify how this ties into your work with Choreo? If your question is purely about Git, I recommend checking Git documentation or community forums for detailed guidance."
What permissions are required for Bitbucket authorization with Choreo?,"To authorize Bitbucket with Choreo, you will need to use a Personal Access Token (PAT). The following permissions are required when you authorize Choreo using this token:\n\n| Permission    | Read | Write | Description                                                        |\n|---------------|------|-------|--------------------------------------------------------------------|\n| Account       | Yes  | No    | Get user information and workspace details                         |\n| Repositories   | Yes  | Yes   | List branches and create a branch to commit sample code            |\n| Pull Requests  | Yes  | Yes   | Create a pull request if you start with a Choreo sample            |\n| Webhooks       | Yes  | Yes   | Trigger automatic deployment and configuration generation          |\n\nThese permissions allow Choreo to perform actions such as accessing user and workspace information, managing branches and pull requests, and setting up webhooks for automated processes within your Bitbucket repository.\n\nFor more detailed information, you can refer to the documentation [here](https://wso2.com/choreo/docs/develop-components/develop-components-with-git/#authorize-bitbucket-with-choreo)."
What are the prerequisites for using Bring Your Own Image (BYOI) in Choreo?,"Before using the Bring Your Own Image (BYOI) feature in Choreo, you need to ensure that you have the following prerequisites:\n\n1. **A container registry**: You must have a container registry that contains the images you want to deploy. Choreo supports various container registries, including but not limited to:\n   - Google Container Registry (GCR)\n   - Azure Container Registry (ACR)\n   - GitHub Container Registry\n   - Docker Hub\n\n2. **An image in the registry**: You need to have an image ready for deployment in your container registry.\n\n3. **(Optional) An external build/CI pipeline**: This is optional but can be used for automating deployments during the build process outside of Choreo. While deploying a component, Choreo does not create images from source code or trigger a new deployment when a new image is available. However, you can use your existing build process to send an HTTP POST request to a webhook with the new image details, although this feature is currently available only on private data planes (PDPs).\n\nThese prerequisites are essential to ensure that you can successfully deploy and manage your container images within the Choreo environment.\n\nFor more information, you can refer to the [prerequisites section in the documentation](https://wso2.com/choreo/docs/develop-components/bring-your-own-image/#prerequisites)."
How do I register a container registry in Choreo for BYOI?,"To register a container registry in Choreo for the Bring Your Own Image (BYOI) feature, follow these steps:\n\n1. **Select Your Organization**: In the Choreo Console header, go to the **Organization** list and select your organization.\n\n2. **Access Settings**: In the left navigation menu, click on **Settings** to open the organization settings page.\n\n3. **Navigate to Credentials**: Click the **Credentials** tab, and then select the **Container Registries** tab.\n\n4. **Add a New Registry**: Click on **+Add Registry** to configure the connection to your container registry.\n\n5. **Provide Registry Details**:\n   - **Registry Display Name**: Specify a name for the registry that will be displayed in Choreo.\n   - **Authentication Type**: Choose the appropriate authentication type and fill in the required information. The available authentication types include:\n     - **Public (anonymous) access**: Only the registry host information is needed.\n     - **Basic authentication**: Enter your username and password.\n     - **Docker config**: Provide a Docker config in JSON format that includes the necessary credentials.\n     - **Vendor-specific authentication**: This option is available for private data planes and requires knowledge of the registry host.\n\n6. **Save the Configuration**: After entering all the necessary details, click **Save** to complete the registration of your container registry.\n\n### Important Notes:\n- Choreo acts as an orchestrator and does not pull images into its control plane; it facilitates the data plane's ability to retrieve images from your external registry.\n- Make sure you have the necessary permissions and authentication credentials for your container registry, as these will be used by Choreo to access your images.\n\nFor more detailed steps and information on authentication types, you can refer to the documentation: [Step 1: Register a container registry](https://wso2.com/choreo/docs/develop-components/bring-your-own-image/#step-1-register-a-container-registry)."
What are the different authentication types supported for container registries?,"Choreo supports several authentication types for connecting to container registries. Here are the authentication options available:\n\n1. **Public (anonymous) access**: This option is for container registries that allow unrestricted public access. You only need to provide the registry host information. For example, you can use:\n   - Docker Hub (public repositories): `registry.hub.docker.com`\n   - Docker Hub (private repositories): `registry.docker.com`\n\n2. **Basic authentication**: This method requires you to provide a username and password to access the container registry.\n\n3. **Docker config**: You can use a Docker config in JSON format to authenticate. Note that this option allows registering only one container registry. The credentials must be included directly in the configuration. An example of the Docker config format is:\n   ```json\n   {\n     ""auths"": {\n       ""index.docker.io/v1/"": {\n         ""auth"": ""c3R...zE2""\n       }\n     }\n   }\n   ```\n\n4. **Vendor-specific authentication**: This option is used for private data planes, where your cloud provider manages authentication. Choreo needs to know the registry host since the data plane already has implicit access. The recommended methods vary by cloud provider:\n   - **Azure Container Registry (ACR)**: Use service principal-based basic authentication or vendor-specific authentication for Azure private data planes.\n   - **Google Artifact Registry (GAR)**: Use service account-based basic authentication.\n   - **Amazon Elastic Container Registry (ECR)**: Vendor-specific authentication is recommended when using ECR with AWS private data planes.\n   - **Docker Hub (Private)**: Basic authentication or Docker config can be used.\n   - **GitHub Container Registry (GHCR)**: Basic authentication using a Personal Access Token (PAT) is required.\n\nThese authentication methods allow you to securely connect and access your container images hosted in various registries.\n\nFor further details, you can refer to the following documentation: [Authentication types](https://wso2.com/choreo/docs/develop-components/bring-your-own-image/#step-1-register-a-container-registry)."
How do I create a component in Choreo using a container registry source?,"To create a component in Choreo using a container registry source, follow these steps:\n\n1. **Select Your Project**: In the left navigation pane, click on **Overview** and select your project.\n\n2. **Create a New Component**: Under **Component Listing**, click on **+ Create**.\n\n3. **Choose Component Type**: Select the type of component you want to create. Note that the Bring Your Own Image (BYOI) option is available for:\n   - Service\n   - Web Application\n   - Scheduled Task\n   - Manual Task\n\n4. **Choose Container Registry**: In the Create Component pane, select **Container Registry** under the **Connect a Docker Image** section.\n\n5. **Select Your Container Registry**: Under **Deploy an image from Container Registry/Docker Hub**, choose the container registry where your image is hosted. Ensure you have registered this container registry beforehand.\n\n6. **Enter Image URL**: Provide the full image URL in the format:\n   ```\n   [container-registry-host]/[repository-name]/[image-name]:[tag]\n   ```\n   For example, a public image from Docker Hub without a specified repository name defaults to `/library/`. An example would be:\n   ```\n   registry.hub.docker.com/library/nginx:1.25\n   ```\n\n7. **Component Name and Description**: Fill in a display name, a unique name (which cannot be changed after creation), and a description for your component.\n\n8. **Review and Create**: Once all details are filled in, review them and click on **Create** to finalize the creation of your component.\n\n### Important Notes:\n- Ensure you have a container registry with the necessary images ready for deployment.\n- This functionality is currently available only on private data planes (PDPs) in Choreo.\n\nFor more detailed guidance, you can refer to the official documentation: [Create a component in Choreo using a container registry source](https://wso2.com/choreo/docs/develop-components/bring-your-own-image/#step-2-create-a-component-in-choreo)."
How do I update the image tag during deployment for BYOI?,"To update the image tag during deployment for your Bring Your Own Image (BYOI) component in Choreo, follow these steps:\n\n1. In the left navigation menu, click on **Deploy**.\n2. In the **Build Area** card, click on **Update Image & Deploy**.\n3. In the **Endpoint** pane that opens, you will see the endpoint ready to be deployed. Click the edit icon next to the endpoint name. You can also define the endpoints for your service at this point if necessary.\n4. Change the **Network Visibility** to **Public** to securely expose the endpoint for consumption.\n5. Click **Update**.\n6. Select the **Update Image Tag** option. This allows you to specifically update the tag of the image you want to deploy.\n7. Finally, click **Deploy**. This will deploy your service with the updated image tag to the development environment.\n\nThese steps will help you successfully update the image tag during the deployment of your BYOI component in Choreo.\n\nFor more detailed information, you can refer to the documentation here: [Deploy the component in Choreo](https://wso2.com/choreo/docs/develop-components/bring-your-own-image/#step-3-deploy-the-component-in-choreo)."
How do I expose service endpoints for BYOI components?,"To expose service endpoints for your Bring Your Own Image (BYOI) components in Choreo, you need to follow a specific process that applies to service components. Here are the detailed steps:\n\n1. In the left navigation menu, click **Deploy**.\n2. In the **Build Area** card, click **Update Image & Deploy**.\n3. In the **Endpoint** pane that opens, you have the option to define the endpoints for your service while manually deploying the service.\n4. Click **Create/Update Endpoints**.\n5. Under the **Edit endpoints.yaml** section, you can edit the endpoints YAML file in the provided editor.\n\nAlternatively, you can upload the associated API specification/schema files (OpenAPI/GraphQL schemas). You can also reference these files in the `endpoints.yaml` file by their file name, similar to how you would do it with Git-based Choreo components. \n\nRemember to follow the standard definitions for defining endpoints in Choreo, which include details like port binding, protocol, endpoint name, network visibility, and endpoint schema.\n\nFor more detailed information, you can check the documentation on [exposing service endpoints for BYOI components](https://wso2.com/choreo/docs/develop-components/bring-your-own-image/#step-4-expose-service-endpoints)."
How do I configure a CI/build pipeline to auto-deploy images to Choreo?,"To configure a CI/build pipeline that automatically deploys images to the Choreo platform, you can follow these steps:\n\n1. **Build and Push the Image**: Start by building and pushing the container image associated with your Choreo component to your chosen container registry.\n\n2. **Access DevOps Settings**: In the Choreo console, navigate to the **DevOps** section and then click on **External CI**.\n\n3. **Generate a Token**: In the **Manage Tokens** section, generate a token for your CI pipeline. This token is specific to the component you are working with. It is advisable to store this token securely, such as in a GitHub secret if you are using GitHub Actions.\n\n4. **Trigger Automatic Deployment**: To initiate the deployment automatically, you can send an HTTP POST request to the Choreo webhook endpoint with the updated image details. Alternatively, you can utilize the provided webhook snippets for this purpose. This step ensures that the newly built image is deployed to your development environment seamlessly.\n\nIt’s important to note that Choreo does not automatically detect and deploy newly added images or tags in the linked container registry. Therefore, integrating your own CI pipeline is necessary for triggering deployments manually.\n\nFor detailed information, you can refer to the [Choreo documentation on Auto-deploying images](https://wso2.com/choreo/docs/develop-components/bring-your-own-image/#auto-deploy-images-in-choreo-with-an-external-cibuild-pipeline)."
What are the different network visibility options for endpoints in Choreo?,"In Choreo, endpoints are defined with specific attributes, one of which is the **Network Visibility**. This attribute determines the level of access to the endpoint based on its visibility setting. There are three different network visibility options for endpoints:\n\n1. **Project**: This setting allows components within the same project to access the endpoint. It restricts access to only those components that are part of the same project.\n\n2. **Organization**: With this visibility option, any component within the same organization can access the endpoint, while access is restricted for components outside the organization. This is useful for internal services that should be available to all projects within a single organization.\n\n3. **Public**: This setting allows any client to access the endpoint, regardless of their location or organization. It is suitable for services that need to be accessible to external users or applications.\n\nThese visibility settings enable you to control who can access your services and integrations effectively, ensuring that sensitive endpoints are protected while allowing broader access where necessary.\n\nFor more details on configuring endpoints and their attributes, you can refer to the [Choreo documentation on configuring endpoints](https://wso2.com/choreo/docs/develop-components/configure-endpoints-body/)."
How do I expose endpoints as managed APIs in Choreo?,"To expose endpoints as managed APIs in Choreo, you need to follow a series of steps that ensure secure and controlled access to your services. Here’s a comprehensive guide on how to do this:\n\n### Steps to Expose Endpoints as Managed APIs\n\n1. **Set Network Visibility**:\n   - Before exposing your endpoint, set the network visibility to either **Organization** (accessible within your organization) or **Public** (accessible to anyone). This setting allows the endpoint to be exposed through the Choreo API Gateway, which comes with various benefits such as API management, throttling, and monitoring.\n\n2. **Create an API Proxy**:\n   - Navigate to the Choreo console and create an API proxy by either uploading an OpenAPI specification or providing an OpenAPI specification URL. \n   - Provide details such as:\n     - **Display Name**\n     - **Name** (must be unique)\n     - **Context** (the path under which the API is accessed)\n     - **Version**\n     - **Target** (the actual service endpoint)\n     - **Access Mode** (set it to External if you want it publicly accessible)\n\n3. **Deploy the API Proxy**:\n   - After creating the API proxy, navigate to the **Deploy** section.\n   - Choose to configure and deploy the API, ensuring that the access mode is set correctly (External for public access).\n   - Once deployed, confirm that the deployment status is marked as **Active**.\n\n4. **Promote the API Proxy to Production**:\n   - Once you have verified that the API proxy works as intended in the development environment, promote it to production.\n   - This involves going to the **Deploy** section again and clicking on **Promote**.\n   - Confirm that the API proxy is deployed successfully to production and verify its functionality.\n\n5. **Publish the API Proxy**:\n   - Finally, publish the API so that it becomes available for consumption. This involves navigating to the **Manage** section, clicking on **Lifecycle**, and then choosing to publish the API.\n\n### Benefits of Managed APIs\nBy exposing your endpoints as managed APIs, you gain access to:\n- Full lifecycle API management,\n- API throttling,\n- Secure APIs with industry-standard authorization flows,\n- API analytics and monitoring.\n\nFor further details, you can refer to the following documentation:\n- [Expose endpoints as managed APIs](https://wso2.com/choreo/docs/develop-components/configure-endpoints-body/#expose-endpoints-as-managed-apis)\n- [Expose a Service as a Managed API](https://wso2.com/choreo/docs/tutorials/expose-a-service-as-a-managed-api/#step-1-create-an-api-proxy)\n\nThis process ensures that your services are secure and well-managed, allowing for safe consumption by various clients."
How do I change the default endpoint of a component?,"To change the default endpoint of a component in Choreo, follow these steps:\n\n### Prerequisites\n- Ensure that the component does not have any associated published APIs. If it does, you need to unpublish those APIs first from the **Lifecycle** page. \n- Be aware that if you have created multiple deployment tracks within the current major version of the component or promoted the component beyond its initial environment, you will not be able to change the default endpoint.\n\n### Steps to Change the Default Endpoint\n1. In the **Component Listing** pane, select the component for which you want to change the default endpoint.\n2. In the left navigation menu, click on **Deploy**.\n3. On the **Deploy** page, navigate to the **Set Up** card and click on **Configure & Deploy**.\n4. In the **Environment Configurations** pane that opens, click **Next**.\n5. In the **File Mount** pane that opens, click **Next**.\n6. In the **Endpoint Details** pane, click the **Default Endpoint** dropdown list and select the endpoint you want to set as the default.\n7. Click **Update**.\n8. Finally, click **Deploy** to apply the changes. The component will now use the selected endpoint as the default, and the default URL will be updated accordingly.\n\n### Important Notes\n- If you define an endpoint during component creation, you can later edit it by following similar steps from the **Deploy** page.\n- If you use a `component.yaml` file, be mindful that it will take precedence over UI-defined endpoints. If any changes need to be made to endpoints defined in this file, you must update the file itself rather than using the UI.\n\nFor more details, you can refer to the documentation: [Understand the default component URL](https://wso2.com/choreo/docs/develop-components/configure-endpoints-body/#understand-the-default-component-url) and [Configure endpoints](https://wso2.com/choreo/docs/develop-components/configure-endpoints/)."
How do I edit a UI-defined endpoint in Choreo?,"To edit a UI-defined endpoint in the Choreo Console, follow these steps:\n\n1. In the **Component Listing** pane, click on the component for which you want to update the endpoint.\n2. In the left navigation menu, click **Deploy**.\n3. On the **Deploy** page, go to the **Set Up** card and click **Configure & Deploy**.\n4. In the **Environment Configurations** pane that opens, click **Next**.\n5. In the **File Mount** pane that opens, click **Next**.\n6. In the **Endpoint Details** pane that opens, locate the endpoint you wish to edit.\n7. Click the **Edit** icon next to the endpoint, modify the editable fields as needed, and then click **Update**.\n8. Finally, click **Deploy** to apply the changes.\n\nIt's important to note that if you have committed a `component.yaml` file and built the component, the endpoints will be generated from that file and cannot be edited through the UI. In such a case, you would need to update the `component.yaml` file directly to make any changes to the endpoints.\n\nFor more detailed information, you can refer to the documentation [here](https://wso2.com/choreo/docs/develop-components/configure-endpoints-body/#configure-endpoints)."
How do I create a temporary storage space for my container?,"To create a temporary storage space for your container in Choreo, you can follow these steps to configure an empty directory that allows your application to read from and write to a temporary file system. This is particularly useful for tasks such as unzipping files or creating temporary local caches.\n\n### Steps to Create Temporary Storage Space:\n\n1. **In the Choreo Console**, locate the **Component Listing** pane and click on the component for which you want to create temporary storage.\n\n2. On the left navigation menu, select **DevOps** and then click on **Storage**.\n\n3. Click on **+ Create** to initiate the creation of a new volume mount.\n\n4. In the **Create a Volume Mount** pane:\n   - Specify a **name** for the volume.\n   - Select **Empty Directory (In-Memory)** for the type of storage.\n   \n   ![Create temporary storage](https://wso2.com/choreo/docs/assets/img/devops-and-ci-cd/storage/create-emptydir-step-1.png)\n\n5. Click **Next**.  \n\n   > **Warning**: In-memory (tmpfs) storage uses container memory. Uncontrolled writes can lead to memory being exhausted, potentially causing the container to be killed and restarted.\n\n6. To add a mount location, specify a **Mount Path** (ensure it’s an absolute file path) and click **Add mount**.\n\n   > **Tip**: You can add multiple mount locations to a volume.\n\n   ![Specify mount details](https://wso2.com/choreo/docs/assets/img/devops-and-ci-cd/storage/create-emptydir-step-2.png)\n\n7. Finally, click **Create**. This will apply the volume mount immediately to your container and trigger a rolling restart.\n\nThis process will create a temporary storage space that is associated with the lifecycle of your container, meaning it will be destroyed when the container is restarted or updated.\n\nFor more detailed information, you can refer to the [Choreo documentation on creating a temporary storage space for your container](https://wso2.com/choreo/docs/devops-and-ci-cd/configure-storage/#create-a-temporary-storage-space-for-your-container)."
How do I create a persistent storage space for my container in Choreo?,"To create persistent storage for a container in Choreo, you can follow these steps:\n\n1. In the **Component Listing** pane, click on the component for which you want to create a persistent storage.\n2. In the left navigation menu, click **DevOps** and then click **Storage**.\n3. Click **+ Create**.\n4. In the **Create a Volume Mount** pane, specify a name for the volume and select **Persistent Volume**.\n5. Select a **Storage Class**.\n6. Move the **Storage Capacity** slider to set the required capacity.\n7. Select an appropriate **Access Mode**. It’s important to check the cloud provider documentation to ensure that the selected access mode is supported by the storage class, as selecting an unsupported access mode can lead to mount errors.\n8. Click **Next**.\n9. To add a mount location, specify a **Mount Path** and click **Add mount**. Note that you can add multiple mount locations to a volume, and mount paths should be absolute file paths.\n10. Click **Create**. This will apply the volume immediately to your container.\n\n### Important Notes:\n- Persistent volume options are only available in private data plane organizations.\n- Ensure that the mount paths are absolute file paths, as these will be available for your application to read/write from.\n\nFor more detailed steps and visuals, you can refer to the [official documentation](https://wso2.com/choreo/docs/devops-and-ci-cd/configure-storage/#create-a-persistent-storage-space-for-your-container)."
How can I deploy an image from a container registry?,"To deploy an image from a container registry using Choreo, you can follow these steps:\n\n### Prerequisites\n1. **Container Registry**: Ensure you have a container registry containing the images you want to deploy (e.g., GCR, ACR, GitHub Container Registry, or Docker Hub).\n2. **Image in the Registry**: Make sure you have a prebuilt image ready for deployment.\n3. **Optional CI Pipeline**: If desired, integrate an external CI pipeline to automate deployments.\n\n### Deployment Steps\n1. **Create a Component**:\n   - In the Choreo console, click on **Overview** and select your project.\n   - Under **Component Listing**, click **+ Create**.\n   - Choose your component type (Service, Web Application, Scheduled Task, or Manual Task).\n   - In the Create Component pane, select **Container Registry** under the **Connect a Docker Image** section.\n   - Choose **Deploy an image from Container Registry/Docker Hub** and select your registered container registry.\n   - Enter the full image URL in the format:  \n     ```\n     [container-registry-host]/[repository-name]/[image-name]:[tag]\n     ```\n   - Provide a display name, a unique name, and a description for the component.\n\n2. **Triggering Deployment**:\n   - If you want to automate deployments upon new image availability, set up your CI pipeline to send an HTTP POST request to the Choreo webhook with the updated image details. You can generate a token for this purpose under **DevOps > External CI** in Choreo.\n\n3. **Manual Deployment**:\n   - Alternatively, you can manually deploy the image by going to the **Deploy** page and clicking on **Deploy**.\n\n### Important Notes\n- Choreo currently does not automatically detect new images or tags. Therefore, you must manually trigger the deployment or set up your CI/CD pipeline to handle this.\n- This feature is available only on private data planes (PDPs).\n\nFor further details and a comprehensive guide, you can refer to the following documentation links:\n- [Bring Your Own Image (BYOI)](https://wso2.com/choreo/docs/develop-components/bring-your-own-image/)"
How can I define a command and arguments for the container?,"To define a command and arguments for a container in Choreo, you can follow these steps:\n\n1. **Access the Component**:\n   - In the **Component Listing** pane, click on the component for which you want to edit container configurations.\n\n2. **Navigate to Container Settings**:\n   - In the left navigation menu, click on **DevOps** and then select **Containers**.\n\n3. **Edit Container Configuration**:\n   - On the **Containers** page, click **Edit** to update the container configuration.\n\n4. **Define Command and Arguments**:\n   - You can specify a command and arguments to override the `ENTRYPOINT` of the container. This is particularly useful for running legacy or third-party applications.\n   - When you define a command and arguments:\n     - It specifies the `ENTRYPOINT` array and is not executed within a shell.\n     - Variable references in the format `$(VAR_NAME)` are expanded using the container's environment.\n     - If a variable cannot be resolved, it remains unchanged in the input string.\n     - Using `$$` allows you to escape the `$(VAR_NAME)` syntax, meaning `""$$(VAR_NAME)""` will produce the literal string `""$(VAR_NAME)""`.\n     - Escaped references are never expanded, regardless of their existence.\n\n5. **Save Changes**:\n   - After applying the necessary changes, click **Save** to update the container configuration.\n\nIf you do not define a command and arguments, the `ENTRYPOINT` of the container image will be used.\n\nFor detailed visual guidance and further information, you can refer to the documentation [here](https://wso2.com/choreo/docs/devops-and-ci-cd/configure-container-resources-commands-and-arguments/#update-container-configurations)."
How can I create and manage a Choreo-Managed Cache instance?,"To create and manage a Choreo-Managed Cache instance, follow these steps:\n\n### Creating a Choreo-Managed Cache\n\n1. In the Choreo Console, click on the **Organization** list to open the organization home page.\n2. In the left navigation menu, select **Dependencies** and then click on **Databases**.\n3. Click on **+ Create** and select **Choreo-Managed Cache** as the data store type. Provide a display name for your cache instance.\n4. Choose a preferred cloud provider (AWS, Azure, GCP, or Digital Ocean). The cloud provider will provision the necessary compute and storage infrastructure for your cache.\n5. Select a region for your cache. The available regions will depend on the selected cloud provider, with options typically in the US and EU.\n6. Choose a service plan that fits your needs. Service plans differ in terms of the allocated CPU, memory (RAM), and storage space, as well as high-availability configurations for production use cases.\n7. Click **Create** to finalize the creation of your Choreo-Managed Cache instance.\n\n### Connecting to Your Choreo-Managed Cache\n\n- To connect to your Choreo-Managed Cache, you can use any legacy Redis® OSS compatible driver in any programming language.\n- Connection parameters can be found in the **Overview** section in the Choreo Console under the relevant cache instance. Note that Choreo-Managed Cache enforces TLS for secure connections.\n- By default, Choreo-Managed Cache instances accept traffic from the internet. However, you can restrict access to specific IP addresses and CIDR blocks under **Advanced Settings**.\n\n### Important Notes\n- The ability to create Choreo-managed caches is available only to paid Choreo users. \n- Billing for these services is included in your Choreo subscription, with pricing varying based on the service plan chosen.\n\nFor more details, you can refer to the documentation on creating a Choreo-Managed Cache [here](https://wso2.com/choreo/docs/manage-databases-and-caches/choreo-managed-caches/#create-a-choreo-managed-cache)."
How do I connect to my Choreo-Managed Cache instance?,"To connect to your Choreo-Managed Cache instance, follow these steps:\n\n1. **Use a Compatible Driver**: Utilize any legacy Redis® OSS compatible driver available in your preferred programming language to establish a connection to your Choreo-Managed Cache.\n\n2. **Obtain Connection Parameters**: You can find the necessary connection parameters in the **Overview** section within the Choreo Console under the relevant cache instance.\n\n3. **TLS Enforcement**: Keep in mind that Choreo-Managed Cache enforces TLS (Transport Layer Security) for secure connections.\n\n4. **Traffic Accessibility**: By default, Choreo-Managed Cache instances accept traffic from the internet. If you need to restrict access, you can specify certain IP addresses and CIDR blocks in the **Advanced Settings**.\n\nBy following these guidelines, you should be able to connect to your Choreo-Managed Cache instance successfully.\n\nFor more details, you can refer to the documentation [here](https://wso2.com/choreo/docs/manage-databases-and-caches/choreo-managed-caches/#connect-to-your-choreo-managed-cache)."
What are the high availability and automatic backup features for Choreo-Managed Cache?,"The Choreo-Managed Cache offers various high availability and automatic backup features that vary depending on the service plan you select. Here's a breakdown of these features:\n\n### High Availability\n- **Hobbyist Plan**: Provides a single-node setup with limited availability.\n- **Startup Plan**: Similar to the Hobbyist plan, it also has a single-node setup with limited availability.\n- **Business Plan**: Features a two-node architecture (primary + standby) which offers higher availability, including automatic failover if the primary node fails.\n- **Premium Plan**: Offers the highest availability with a three-node setup (primary + standby + standby), ensuring automatic failover if the primary node fails.\n\n### Backup Features\n- **Hobbyist Plan**: Allows for a single backup, which is primarily for disaster recovery, but has no backup history.\n- **Startup Plan**: Similar to the Hobbyist plan, it allows for a single backup for disaster recovery, with a backup history of 1 day.\n- **Business Plan**: Automatic backups are included, with a backup retention history of 3 days.\n- **Premium Plan**: Also includes automatic backups, with a longer backup retention history of 13 days.\n\n### Additional Details\n- Automatic backups are performed daily, and write-ahead logs (WAL) are copied at 5-minute intervals or for every new file generated. All backups are encrypted at rest.\n- Choreo automatically handles outages and software failures by replacing broken nodes and resuming from the point of failure. The impact of a failure largely depends on the number of available standby nodes in your configuration.\n- In case of minor failures, Choreo can restore service automatically, while severe failures lead to the creation of a new replacement node.\n\nFor more detailed information on the Choreo-Managed Cache features, you can refer to the documentation [here](https://wso2.com/choreo/docs/manage-databases-and-caches/choreo-managed-caches/#high-availability-and-automatic-backups)."
